"gene_ID","gene_name","difference","logpval","significant"
"OPRL1","OPRL1",-0.969345498784634,1.66762716471217,NA
"OPRM1","OPRM1",-0.886176802143349,1.62447773790093,NA
"OPRPN","OPRPN",-2.65279463424789,1.99201715762256,"+"
"OPTC","OPTC",-2.65279463424789,1.99201715762256,"+"
"OPTN","OPTN",1.00662801796866,0.314113565089664,NA
"OR10A2","OR10A2",-1.95016254193358,1.94884325116423,NA
"OR10A3","OR10A3",-2.65279463424789,1.99201715762256,"+"
"OR10A4","OR10A4",-2.16238611267342,1.96941157289611,"+"
"OR10A5","OR10A5",-1.89854059229417,1.94237509420801,NA
"OR10A6","OR10A6",-2.65279463424789,1.99201715762256,"+"
"OR10AC1","OR10AC1",-2.29144098677196,1.97806207867526,"+"
"OR10AD1","OR10AD1",-1.36798166544459,1.82868218482493,NA
"OR10G2","OR10G2",-2.65279463424789,1.99201715762256,"+"
"OR10H1","OR10H1",-2.65279463424789,1.99201715762256,"+"
"OR10J1","OR10J1",-2.46924992441885,1.98646033820815,"+"
"OR10Q1","OR10Q1",-2.65279463424789,1.99201715762256,"+"
"OR10S1","OR10S1",-2.65279463424789,1.99201715762256,"+"
"OR10V1","OR10V1",-1.82397555392612,1.93184423190358,NA
"OR10W1","OR10W1",-2.65279463424789,1.99201715762256,"+"
"OR11A1","OR11A1",-1.29054874098546,1.80313979980892,NA
"OR11H1","OR11H1",-2.65279463424789,1.99201715762256,"+"
"OR11H12","OR11H12",-2.65279463424789,1.99201715762256,"+"
"OR11H2","OR11H2",-2.46924992441885,1.98646033820815,"+"
"OR11H4","OR11H4",-2.65279463424789,1.99201715762256,"+"
"OR11H6","OR11H6",-2.65279463424789,1.99201715762256,"+"
"OR11H7","OR11H7",-1.80390035128857,1.92875307008773,NA
"OR11L1","OR11L1",-2.65279463424789,1.99201715762256,"+"
"OR13A1","OR13A1",-1.99318083329977,1.95375835089029,"+"
"OR13C2","OR13C2",-2.46924992441885,1.98646033820815,"+"
"OR13C3","OR13C3",-2.65279463424789,1.99201715762256,"+"
"OR13C4","OR13C4",-2.06487798557674,1.96106545344784,"+"
"OR13C5","OR13C5",-2.65279463424789,1.99201715762256,"+"
"OR13C8","OR13C8",-2.65279463424789,1.99201715762256,"+"
"OR13C9","OR13C9",-2.06487798557674,1.96106545344784,"+"
"OR13D1","OR13D1",-2.16238611267342,1.96941157289611,"+"
"OR13F1","OR13F1",-2.46924992441885,1.98646033820815,"+"
"OR13G1","OR13G1",-1.99318083329977,1.95375835089029,"+"
"OR13H1","OR13H1",-1.87272961747446,1.93889426866153,NA
"OR13J1","OR13J1",-2.65279463424789,1.99201715762256,"+"
"OR14A16","OR14A16",-2.46924992441885,1.98646033820815,"+"
"OR14A2","OR14A2",-1.47982922299666,1.86108117221079,NA
"OR14K1","OR14K1",-2.46924992441885,1.98646033820815,"+"
