"gene_ID","gene_name","difference","logpval","significant"
"MSRB2","MSRB2",-0.374178945234668,1.29172881260612,NA
"MSRB3","MSRB3",0.53984595915536,0.589303268961779,NA
"MSS51","MSS51",-0.51699533654561,1.39484058575456,NA
"MST1","MST1",-0.528420647850485,1.40279259041892,NA
"MST1R","MST1R",-0.051413900871939,1.04100429187064,NA
"MSTN","MSTN",-1.8051991861703,1.92895648173988,NA
"MSTO1","MSTO1",0.202799275661537,0.839291924111423,NA
"MSX1","MSX1",-0.694087661771177,1.51237276429788,NA
"MSX2","MSX2",-0.31990871653651,1.25096246999767,NA
"MT1A","MT1A",-1.87089472617334,1.93864032584305,NA
"MT1E","MT1E",0.314196060884072,0.753372134273865,NA
"MT1F","MT1F",-0.748357890469335,1.54575568512812,NA
"MT1G","MT1G",-1.21965198179544,1.77740316815656,NA
"MT1H","MT1H",-1.8051991861703,1.92895648173988,NA
"MT1M","MT1M",-0.856898347865651,1.60849893406209,NA
"MT1X","MT1X",0.137103735658504,0.890948799727096,NA
"MT2A","MT2A",0.66266805568277,0.507543172986783,NA
"MT3","MT3",-2.32505085054213,1.97993075870062,"+"
"MT4","MT4",-2.63924691142621,1.99169095610833,"+"
"MTA1","MTA1",0.237075209576163,0.812598444082848,NA
"MTA2","MTA2",0.862611003518089,0.388351378426941,NA
"MTA3","MTA3",0.405598551323075,0.685037593468099,NA
"MTAP","MTAP",0.394173240018199,0.693453141047654,NA
"MTBP","MTBP",-0.17137966957313,1.13607476039307,NA
"MTCH1","MTCH1",0.751214218295554,0.452523744654131,NA
"MTCH2","MTCH2",0.56555290959133,0.571697747161575,NA
"MTCL1","MTCL1",0.448443468716357,0.653833176271972,NA
"MTCP1","MTCP1",-0.90831224873759,1.63628672712144,NA
"MTDH","MTDH",1.13396214700888,0.256810426446002,NA
"MTERF1","MTERF1",-0.0999714739176592,1.07963302751965,NA
"MTERF2","MTERF2",-0.119965768701191,1.09548973530531,NA
"MTERF3","MTERF3",-0.128534752179848,1.10227420195652,NA
"MTERF4","MTERF4",0.228506226097507,0.819252716427161,NA
"MTF1","MTF1",0.425592846106607,0.670404554034767,NA
"MTF2","MTF2",0.451299796542576,0.651773491482508,NA
"MTFMT","MTFMT",0.0771208513079085,0.938527405453708,NA
"MTFP1","MTFP1",-0.234218881749945,1.18518494285281,NA
"MTFR1","MTFR1",0.202799275661537,0.839291924111423,NA
"MTFR1L","MTFR1L",0.0656955400030334,0.947620223306215,NA
"MTFR2","MTFR2",-0.66266805568277,1.49245682701322,NA
"MTG1","MTG1",0.12282209652741,0.902247976239012,NA
"MTG2","MTG2",0.222793570445069,0.823696172293976,NA
"MTHFD1","MTHFD1",0.508426353066953,0.611154375338668,NA
"MTHFD1L","MTHFD1L",0.362753633929792,0.716788930631673,NA
"MTHFD2","MTHFD2",0.46558143567367,0.641515133655262,NA
"MTHFD2L","MTHFD2L",-0.0856898347865653,1.06828701692945,NA
"MTHFR","MTHFR",0.359897306103573,0.718923931657441,NA
"MTHFS","MTHFS",-0.462725107847452,1.35643858109965,NA
"MTHFSD","MTHFSD",-0.00856898347865632,1.00683697594898,NA
"MTIF2","MTIF2",0.411311206975512,0.680844352968975,NA
"MTIF3","MTIF3",0.36846628958223,0.7125255767324,NA
"MTM1","MTM1",0.157098030442036,0.875167589789261,NA
"MTMR1","MTMR1",0.502713697414515,0.615165578006331,NA
"MTMR10","MTMR10",0.331334027841385,0.740392191017066,NA
"MTMR11","MTMR11",0.0742645234816897,0.94079990521239,NA
"MTMR12","MTMR12",0.357040978277355,0.721061128558554,NA
"MTMR14","MTMR14",0.139960063484723,0.888691544456156,NA
"MTMR2","MTMR2",0.445587140890139,0.65589550100349,NA
"MTMR3","MTMR3",0.762639529600429,0.445678403055193,NA
"MTMR4","MTMR4",0.554127598286454,0.579491523751525,NA
